Year,Team,Totals,TD,YDS,AVG,LG,NO,FC,TB,G20+,G40+,FUM,OB,RET,RETY,OSA,OSR
1972,stl,Opponents Totals,0,239,8.0,39,30,10,,,,,,,,,
1972,det,Team Totals,0,347,10.5,60,33,16,,,,,,,,,
1972,det,Opponents Totals,0,54,2.5,19,22,10,,,,,,,,,
1972,lac,Team Totals,0,43,2.7,10,16,17,,,,,,,,,
1972,lac,Opponents Totals,0,281,7.8,34,36,14,,,,,,,,,
1973,lkc,Team Totals,0,382,10.3,33,37,18,,,,,,,,,
1973,lkc,Opponents Totals,0,182,6.5,27,28,8,,,,,,,,,
1973,har,Team Totals,1,279,8.7,51t,32,10,,,,,,,,,
1973,har,Opponents Totals,1,312,9.2,72t,34,19,,,,,,,,,
1973,llarm,Team Totals,0,324,9.8,54,33,12,,,,,,,,,
1973,llarm,Opponents Totals,0,152,5.2,27,29,23,,,,,,,,,
1973,min,Team Totals,0,165,6.1,23,27,21,,,,,,,,,
1973,min,Opponents Totals,1,411,11.4,53,36,18,,,,,,,,,
1973,larm,Team Totals,0,129,5.4,13,24,13,,,,,,,,,
1973,larm,Opponents Totals,0,280,10.0,54,28,21,,,,,,,,,
1973,bal,Team Totals,0,333,7.4,47,45,14,,,,,,,,,
1973,bal,Opponents Totals,0,123,4.6,22,27,20,,,,,,,,,
1973,lten,Team Totals,0,416,8.0,44,52,9,,,,,,,,,
1973,lten,Opponents Totals,0,308,8.3,61,37,8,,,,,,,,,
1973,dul,Team Totals,0,308,8.6,46,36,15,,,,,,,,,
1973,dul,Opponents Totals,0,270,6.1,48,44,19,,,,,,,,,
1973,atl,Team Totals,0,227,7.6,74,30,8,,,,,,,,,
1973,atl,Opponents Totals,0,343,7.8,46,44,16,,,,,,,,,
1973,ham,Team Totals,1,344,7.5,63t,46,13,,,,,,,,,
1973,ham,Opponents Totals,0,290,7.3,26,40,10,,,,,,,,,
1973,jac,Team Totals,0,404,10.1,53,40,9,,,,,,,,,
1973,jac,Opponents Totals,0,257,8.3,44,31,12,,,,,,,,,
1973,lind,Team Totals,0,279,6.6,48,42,18,,,,,,,,,
1973,lind,Opponents Totals,0,446,9.3,47,48,3,,,,,,,,,
1973,was,Team Totals,2,408,12.4,84t,33,9,,,,,,,,,
1973,was,Opponents Totals,0,257,7.3,29,35,10,,,,,,,,,
1973,col,Team Totals,0,174,6.2,46,28,21,,,,,,,,,
1973,col,Opponents Totals,1,152,5.2,59t,29,7,,,,,,,,,
1973,tol,Team Totals,0,331,8.3,27,40,17,,,,,,,,,
1973,tol,Opponents Totals,0,104,7.4,37,14,30,,,,,,,,,
1973,ltb,Team Totals,0,116,7.7,43,15,17,,,,,,,,,
1973,ltb,Opponents Totals,0,376,10.7,57,35,16,,,,,,,,,
1973,lmin,Team Totals,0,192,7.1,51,27,13,,,,,,,,,
1973,lmin,Opponents Totals,0,186,8.1,46,23,21,,,,,,,,,
1973,c-p,Team Totals,0,160,7.6,28,21,17,,,,,,,,,
1973,c-p,Opponents Totals,0,379,11.8,51,32,9,,,,,,,,,
1973,chit,Team Totals,0,140,5.0,16,28,16,,,,,,,,,
1973,chit,Opponents Totals,1,271,6.5,63t,42,8,,,,,,,,,
1973,nyj,Team Totals,0,289,8.3,42,35,12,,,,,,,,,
1973,nyj,Opponents Totals,0,166,5.5,26,30,6,,,,,,,,,
1973,dal,Team Totals,0,137,4.6,26,30,19,,,,,,,,,
1973,dal,Opponents Totals,0,300,7.3,72,41,13,,,,,,,,,
1973,latl,Team Totals,1,204,5.5,72,37,6,,,,,,,,,
1973,latl,Opponents Totals,0,294,7.4,42,40,26,,,,,,,,,
1973,lbuf,Team Totals,0,478,9.4,34,51,14,,,,,,,,,
1973,lbuf,Opponents Totals,0,261,10.9,26,24,8,,,,,,,,,
1973,stl,Team Totals,0,429,8.9,57,48,13,,,,,,,,,
1973,stl,Opponents Totals,0,185,6.2,54,30,16,,,,,,,,,
1973,det,Team Totals,0,218,9.9,37,22,22,,,,,,,,,
1973,det,Opponents Totals,1,587,12.0,84t,49,13,,,,,,,,,
1973,lac,Team Totals,0,393,10.6,61,37,11,,,,,,,,,
1973,lac,Opponents Totals,0,367,8.0,43,46,7,,,,,,,,,
1974,lkc,Team Totals,0,520,11.3,42,46,3,,,,,,,,,
1974,lkc,Opponents Totals,0,259,6.2,23,42,8,,,,,,,,,
1974,har,Team Totals,0,460,8.2,52,56,4,,,,,,,,,
1974,har,Opponents Totals,0,416,9.2,48,45,0,,,,,,,,,
1974,llarm,Team Totals,0,533,13.3,66,40,11,,,,,,,,,
1974,llarm,Opponents Totals,0,314,7.7,42,41,6,,,,,,,,,
1974,min,Team Totals,0,425,8.0,38,53,2,,,,,,,,,
1974,min,Opponents Totals,0,352,13.0,52,27,10,,,,,,,,,
1974,larm,Team Totals,0,253,6.0,18,42,5,,,,,,,,,
1974,larm,Opponents Totals,0,413,9.0,66,46,6,,,,,,,,,
1974,bal,Team Totals,1,774,11.6,69,67,3,,,,,,,,,
1974,bal,Opponents Totals,0,413,8.8,74,47,4,,,,,,,,,
1974,lten,Team Totals,0,495,12.1,49,41,5,,,,,,,,,
1974,lten,Opponents Totals,0,500,8.9,42,56,10,,,,,,,,,
1974,dul,Team Totals,2,632,12.2,90t,52,6,,,,,,,,,
1974,dul,Opponents Totals,0,457,11.1,69,41,5,,,,,,,,,
1974,atl,Team Totals,0,523,10.1,72,52,1,,,,,,,,,
1974,atl,Opponents Totals,1,705,10.4,62t,68,5,,,,,,,,,
1974,ham,Team Totals,0,517,11.5,55,45,3,,,,,,,,,
1974,ham,Opponents Totals,0,283,7.1,34,40,7,,,,,,,,,
1974,jac,Team Totals,0,474,11.0,60,43,7,,,,,,,,,
1974,jac,Opponents Totals,0,529,11.8,72,45,1,,,,,,,,,
1974,lind,Team Totals,0,296,6.7,54,44,4,,,,,,,,,
1974,lind,Opponents Totals,0,634,11.5,40,55,0,,,,,,,,,
1974,was,Team Totals,0,287,7.8,28,37,4,,,,,,,,,
1974,was,Opponents Totals,0,401,8.4,34,48,2,,,,,,,,,
1974,col,Team Totals,0,512,9.8,43,52,9,,,,,,,,,
1974,col,Opponents Totals,1,518,9.3,98t,56,3,,,,,,,,,
1974,tol,Team Totals,1,453,9.8,58,46,6,,,,,,,,,
1974,tol,Opponents Totals,1,458,9.2,90,50,4,,,,,,,,,
1974,ltb,Team Totals,1,573,9.2,98t,62,7,,,,,,,,,
1974,ltb,Opponents Totals,1,343,11.1,58t,31,10,,,,,,,,,
1974,lmin,Team Totals,0,339,9.2,22,37,5,,,,,,,,,
1974,lmin,Opponents Totals,0,252,6.8,19,37,14,,,,,,,,,
1974,c-p,Team Totals,0,408,10.0,40,41,2,,,,,,,,,
1974,c-p,Opponents Totals,0,478,11.1,32,43,0,,,,,,,,,
1974,chit,Team Totals,0,320,7.4,20,43,8,,,,,,,,,
1974,chit,Opponents Totals,0,345,7.7,28,45,4,,,,,,,,,
1974,nyj,Team Totals,0,429,12.6,58,34,10,,,,,,,,,
1974,nyj,Opponents Totals,0,275,7.4,45,37,10,,,,,,,,,
1974,dal,Team Totals,2,416,9.9,95t,42,8,,,,,,,,,
1974,dal,Opponents Totals,0,356,7.4,26,48,2,,,,,,,,,
1974,latl,Team Totals,0,248,5.6,15,44,5,,,,,,,,,
1974,latl,Opponents Totals,1,633,10.9,95t,58,8,,,,,,,,,
1974,lbuf,Team Totals,0,507,9.6,23,53,5,,,,,,,,,
1974,lbuf,Opponents Totals,1,453,11.3,68,40,5,,,,,,,,,
1974,stl,Team Totals,1,398,9.0,88t,44,5,,,,,,,,,
1974,stl,Opponents Totals,0,491,10.7,45,46,2,,,,,,,,,
1974,det,Team Totals,0,415,9.7,40,43,7,,,,,,,,,
1974,det,Opponents Totals,2,906,15.4,72,59,1,,,,,,,,,
1974,lac,Team Totals,1,635,12.5,72t,51,3,,,,,,,,,
1974,lac,Opponents Totals,1,658,11.2,88t,59,11,,,,,,,,,
1975,lkc,Team Totals,0,439,10.5,53,42,15,,,,,,,,,
1975,lkc,Opponents Totals,0,513,10.1,46,51,5,,,,,,,,,
1975,har,Team Totals,1,509,11.8,50t,43,10,,,,,,,,,
1975,har,Opponents Totals,1,373,11.0,83t,34,7,,,,,,,,,
1975,llarm,Team Totals,0,278,8.4,30,33,14,,,,,,,,,
1975,llarm,Opponents Totals,0,179,6.2,24,29,7,,,,,,,,,
1975,min,Team Totals,0,262,7.9,29,33,8,,,,,,,,,
1975,min,Opponents Totals,1,513,12.2,69t,42,13,,,,,,,,,
1975,larm,Team Totals,0,116,5.3,34,22,7,,,,,,,,,
1975,larm,Opponents Totals,1,208,9.5,50t,22,12,,,,,,,,,
1975,bal,Team Totals,0,548,10.1,48,54,13,,,,,,,,,
1975,bal,Opponents Totals,0,199,5.5,19,36,3,,,,,,,,,
1975,lten,Team Totals,0,267,5.6,34,48,6,,,,,,,,,
1975,lten,Opponents Totals,1,386,9.2,63,42,4,,,,,,,,,
1975,dul,Team Totals,3,620,14.4,83t,43,2,,,,,,,,,
1975,dul,Opponents Totals,0,356,7.6,52,47,6,,,,,,,,,
1975,atl,Team Totals,0,294,7.4,30,40,3,,,,,,,,,
1975,atl,Opponents Totals,0,469,10.4,48,45,15,,,,,,,,,
1975,ham,Team Totals,0,688,11.9,64,58,4,,,,,,,,,
1975,ham,Opponents Totals,0,265,7.6,28,35,4,,,,,,,,,
1975,jac,Team Totals,0,470,11.5,51,41,5,,,,,,,,,
1975,jac,Opponents Totals,1,534,13.7,64,39,4,,,,,,,,,
1975,lind,Team Totals,0,303,8.2,34,37,6,,,,,,,,,
1975,lind,Opponents Totals,0,503,14.0,46,36,5,,,,,,,,,
1975,was,Team Totals,1,442,11.6,52,38,0,,,,,,,,,
1975,was,Opponents Totals,0,373,7.8,32,48,9,,,,,,,,,
1975,col,Team Totals,1,410,10.3,69t,40,6,,,,,,,,,
1975,col,Opponents Totals,0,329,9.7,43,34,7,,,,,,,,,
1975,tol,Team Totals,1,313,9.8,43t,32,15,,,,,,,,,
1975,tol,Opponents Totals,0,261,7.1,34,37,8,,,,,,,,,
1975,ltb,Team Totals,1,464,7.6,52t,61,9,,,,,,,,,
1975,ltb,Opponents Totals,0,240,6.2,19,39,13,,,,,,,,,
1975,lmin,Team Totals,1,350,7.1,65t,49,9,,,,,,,,,
1975,lmin,Opponents Totals,1,364,9.3,66,39,12,,,,,,,,,
1975,c-p,Team Totals,0,299,8.5,39,35,5,,,,,,,,,
1975,c-p,Opponents Totals,1,530,9.1,51,58,6,,,,,,,,,
1975,chit,Team Totals,0,168,4.7,22,36,20,,,,,,,,,
1975,chit,Opponents Totals,0,419,8.9,34,47,1,,,,,,,,,
1975,nyj,Team Totals,0,328,9.1,43,36,12,,,,,,,,,
1975,nyj,Opponents Totals,1,524,12.8,52t,41,5,,,,,,,,,
1975,dal,Team Totals,0,512,9.8,39,52,3,,,,,,,,,
1975,dal,Opponents Totals,0,302,6.2,34,49,20,,,,,,,,,
1975,latl,Team Totals,0,190,6.3,27,30,7,,,,,,,,,
1975,latl,Opponents Totals,0,221,4.9,31,45,14,,,,,,,,,
1975,lbuf,Team Totals,0,517,9.4,40,55,2,,,,,,,,,
1975,lbuf,Opponents Totals,0,406,9.0,39,45,5,,,,,,,,,
1975,stl,Team Totals,0,616,9.8,66,63,1,,,,,,,,,
1975,stl,Opponents Totals,0,490,11.4,76,43,1,,,,,,,,,
1975,det,Team Totals,0,248,7.1,24,35,5,,,,,,,,,
1975,det,Opponents Totals,0,389,7.3,42,53,6,,,,,,,,,
1975,lac,Team Totals,0,370,9.0,42,41,5,,,,,,,,,
1975,lac,Opponents Totals,1,675,11.1,65,61,0,,,,,,,,,
1976,lkc,Team Totals,0,315,7.9,44,40,13,,,,,,,,,
1976,lkc,Opponents Totals,0,231,7.0,49,33,5,,,,,,,,,
1976,har,Team Totals,2,628,13.1,89t,48,0,,,,,,,,,
1976,har,Opponents Totals,0,288,7.8,32,37,7,,,,,,,,,
1976,llarm,Team Totals,1,415,11.9,79t,35,5,,,,,,,,,
1976,llarm,Opponents Totals,0,272,8.0,28,34,6,,,,,,,,,
1976,min,Team Totals,1,289,7.2,60t,40,2,,,,,,,,,
1976,min,Opponents Totals,1,458,8.3,67t,55,5,,,,,,,,,
1976,larm,Team Totals,1,220,6.7,67t,33,13,,,,,,,,,
1976,larm,Opponents Totals,2,878,16.9,89t,52,2,,,,,,,,,
1976,bal,Team Totals,0,636,9.0,36,71,2,,,,,,,,,
1976,bal,Opponents Totals,0,206,5.7,32,36,4,,,,,,,,,
1976,lten,Team Totals,0,343,6.4,32,54,13,,,,,,,,,
1976,lten,Opponents Totals,1,323,7.9,69t,41,7,,,,,,,,,
1976,dul,Team Totals,0,369,7.5,49,49,3,,,,,,,,,
1976,dul,Opponents Totals,2,517,11.5,73t,45,8,,,,,,,,,
1976,atl,Team Totals,1,504,10.5,69t,48,12,,,,,,,,,
1976,atl,Opponents Totals,0,659,11.0,67,60,13,,,,,,,,,
1976,ham,Team Totals,0,553,11.1,32,50,3,,,,,,,,,
1976,ham,Opponents Totals,0,264,6.9,31,38,2,,,,,,,,,
1976,jac,Team Totals,4,640,12.5,92t,51,5,,,,,,,,,
1976,jac,Opponents Totals,1,372,8.7,62t,43,3,,,,,,,,,
1976,lind,Team Totals,0,490,10.9,43,45,1,,,,,,,,,
1976,lind,Opponents Totals,1,601,13.4,92t,45,3,,,,,,,,,
1976,was,Team Totals,0,429,12.6,48,34,1,,,,,,,,,
1976,was,Opponents Totals,1,376,9.6,55t,39,5,,,,,,,,,
1976,col,Team Totals,0,366,8.5,32,43,0,,,,,,,,,
1976,col,Opponents Totals,1,754,10.6,60t,71,4,,,,,,,,,
1976,tol,Team Totals,0,489,10.9,55,45,12,,,,,,,,,
1976,tol,Opponents Totals,0,252,9.0,59,28,9,,,,,,,,,
1976,ltb,Team Totals,1,688,13.2,71t,52,9,,,,,,,,,
1976,ltb,Opponents Totals,0,323,7.3,29,44,13,,,,,,,,,
1976,lmin,Team Totals,0,350,9.7,39,36,1,,,,,,,,,
1976,lmin,Opponents Totals,1,304,9.2,71t,33,3,,,,,,,,,
1976,c-p,Team Totals,0,425,10.4,29,41,14,,,,,,,,,
1976,c-p,Opponents Totals,0,405,7.6,55,53,10,,,,,,,,,
1976,chit,Team Totals,0,197,4.8,22,41,10,,,,,,,,,
1976,chit,Opponents Totals,0,500,11.1,45,45,1,,,,,,,,,
1976,nyj,Team Totals,0,271,6.8,31,40,16,,,,,,,,,
1976,nyj,Opponents Totals,0,286,7.2,19,40,4,,,,,,,,,
1976,dal,Team Totals,0,269,6.3,51,43,6,,,,,,,,,
1976,dal,Opponents Totals,0,346,7.9,31,44,20,,,,,,,,,
1976,latl,Team Totals,0,207,6.7,30,31,24,,,,,,,,,
1976,latl,Opponents Totals,0,278,7.1,23,39,15,,,,,,,,,
1976,lbuf,Team Totals,0,300,7.5,27,40,8,,,,,,,,,
1976,lbuf,Opponents Totals,0,268,5.6,19,48,10,,,,,,,,,
1976,stl,Team Totals,0,476,9.2,25,52,3,,,,,,,,,
1976,stl,Opponents Totals,0,281,7.2,34,39,17,,,,,,,,,
1976,det,Team Totals,2,557,8.6,60t,65,9,,,,,,,,,
1976,det,Opponents Totals,0,351,6.8,25,52,2,,,,,,,,,
1976,lac,Team Totals,0,385,6.4,24,60,5,,,,,,,,,
1976,lac,Opponents Totals,0,360,6.9,25,52,20,,,,,,,,,
1976,ton,Team Totals,0,375,8.9,67,42,14,,,,,,,,,
1976,ton,Opponents Totals,1,742,11.6,60t,64,10,,,,,,,,,
1976,nyb,Team Totals,0,246,6.6,26,37,7,,,,,,,,,
1976,nyb,Opponents Totals,1,537,9.6,50t,56,3,,,,,,,,,
1977,lkc,Team Totals,0,323,7.7,24,42,14,,,,,,,,,
1977,lkc,Opponents Totals,1,481,10.9,73t,44,5,,,,,,,,,
1977,har,Team Totals,0,315,7.9,39,40,6,,,,,,,,,
1977,har,Opponents Totals,0,267,9.2,49,29,11,,,,,,,,,
1977,llarm,Team Totals,0,429,10.0,53,43,6,,,,,,,,,
1977,llarm,Opponents Totals,0,270,8.2,23,33,6,,,,,,,,,
1977,min,Team Totals,0,480,12.6,49,38,5,,,,,,,,,
1977,min,Opponents Totals,0,448,9.7,71,46,3,,,,,,,,,
1977,larm,Team Totals,2,380,11.9,91t,32,9,,,,,,,,,
1977,larm,Opponents Totals,0,604,14.4,53,42,3,,,,,,,,,
1977,bal,Team Totals,0,389,8.5,31,46,0,,,,,,,,,
1977,bal,Opponents Totals,1,380,11.2,87t,34,12,,,,,,,,,
1977,lten,Team Totals,0,328,8.0,70,41,10,,,,,,,,,
1977,lten,Opponents Totals,0,260,6.8,20,38,6,,,,,,,,,
1977,dul,Team Totals,2,539,15.0,87t,36,8,,,,,,,,,
1977,dul,Opponents Totals,0,340,7.4,31,46,7,,,,,,,,,
1977,atl,Team Totals,0,322,8.5,44,38,3,,,,,,,,,
1977,atl,Opponents Totals,3,558,18.0,91t,31,1,,,,,,,,,
1977,ham,Team Totals,1,712,12.3,87t,58,8,,,,,,,,,
1977,ham,Opponents Totals,0,397,7.2,29,55,10,,,,,,,,,
1977,jac,Team Totals,0,373,10.1,23,37,6,,,,,,,,,
1977,jac,Opponents Totals,0,217,7.0,26,31,1,,,,,,,,,
1977,lind,Team Totals,1,521,11.3,88t,46,3,,,,,,,,,
1977,lind,Opponents Totals,0,378,9.5,37,40,6,,,,,,,,,
1977,was,Team Totals,0,217,6.8,31,32,4,,,,,,,,,
1977,was,Opponents Totals,0,389,9.3,39,42,2,,,,,,,,,
1977,col,Team Totals,0,236,6.6,19,36,3,,,,,,,,,
1977,col,Opponents Totals,0,703,14.1,70,50,14,,,,,,,,,
1977,tol,Team Totals,0,545,8.9,38,61,16,,,,,,,,,
1977,tol,Opponents Totals,1,280,7.8,68t,36,8,,,,,,,,,
1977,ltb,Team Totals,0,452,7.9,43,57,8,,,,,,,,,
1977,ltb,Opponents Totals,0,228,4.6,50,50,7,,,,,,,,,
1977,lmin,Team Totals,0,300,7.5,23,40,4,,,,,,,,,
1977,lmin,Opponents Totals,0,157,4.8,24,33,13,,,,,,,,,
1977,c-p,Team Totals,1,446,9.7,68t,46,13,,,,,,,,,
1977,c-p,Opponents Totals,0,680,10.1,44,67,4,,,,,,,,,
1977,chit,Team Totals,0,518,10.4,48,50,5,,,,,,,,,
1977,chit,Opponents Totals,0,244,5.4,18,45,14,,,,,,,,,
1977,nyj,Team Totals,0,346,6.0,44,58,7,,,,,,,,,
1977,nyj,Opponents Totals,1,507,12.1,87t,42,4,,,,,,,,,
1977,dal,Team Totals,1,471,10.0,70t,47,13,,,,,,,,,
1977,dal,Opponents Totals,0,216,5.1,37,42,15,,,,,,,,,
1977,latl,Team Totals,1,345,8.2,87t,42,13,,,,,,,,,
1977,latl,Opponents Totals,1,535,8.6,70t,62,16,,,,,,,,,
1977,lbuf,Team Totals,1,321,8.4,75t,38,13,,,,,,,,,
1977,lbuf,Opponents Totals,0,311,5.9,18,53,4,,,,,,,,,
1977,stl,Team Totals,0,359,7.5,36,48,3,,,,,,,,,
1977,stl,Opponents Totals,0,469,6.6,38,71,6,,,,,,,,,
1977,det,Team Totals,0,360,7.1,48,51,6,,,,,,,,,
1977,det,Opponents Totals,0,116,4.0,12,29,15,,,,,,,,,
1977,lac,Team Totals,0,402,6.8,37,59,12,,,,,,,,,
1977,lac,Opponents Totals,0,519,8.9,48,58,5,,,,,,,,,
1977,ton,Team Totals,0,292,6.1,60,48,5,,,,,,,,,
1977,ton,Opponents Totals,0,444,9.4,63,47,6,,,,,,,,,
1977,nyb,Team Totals,0,281,7.6,33,37,10,,,,,,,,,
1977,nyb,Opponents Totals,2,604,11.8,88t,51,9,,,,,,,,,
1978,lkc,Team Totals,0,520,11.1,48,47,9,,,,,,,,,
1978,lkc,Opponents Totals,0,272,9.4,30,29,10,,,,,,,,,
1978,har,Team Totals,0,341,8.3,26,41,12,,,,,,,,,
1978,har,Opponents Totals,0,303,7.2,34,42,10,,,,,,,,,
1978,llarm,Team Totals,1,413,12.5,82t,33,4,,,,,,,,,
1978,llarm,Opponents Totals,0,609,11.7,48,52,2,,,,,,,,,
1978,min,Team Totals,0,219,6.3,37,35,18,,,,,,,,,
1978,min,Opponents Totals,0,460,8.7,37,53,10,,,,,,,,,
1978,larm,Team Totals,1,375,9.4,82t,40,9,,,,,,,,,
1978,larm,Opponents Totals,1,442,9.2,82t,48,8,,,,,,,,,
1978,bal,Team Totals,0,451,7.8,24,58,2,,,,,,,,,
1978,bal,Opponents Totals,0,239,6.3,42,38,9,,,,,,,,,
1978,lten,Team Totals,0,416,9.0,42,46,4,,,,,,,,,
1978,lten,Opponents Totals,1,517,9.8,82t,53,20,,,,,,,,,
1978,dul,Team Totals,0,317,8.1,42,39,17,,,,,,,,,
1978,dul,Opponents Totals,0,366,8.9,39,41,6,,,,,,,,,
1978,atl,Team Totals,0,264,4.5,17,59,15,,,,,,,,,
1978,atl,Opponents Totals,0,564,9.7,52,58,4,,,,,,,,,
1978,ham,Team Totals,1,582,11.4,75t,51,4,,,,,,,,,
1978,ham,Opponents Totals,0,226,4.7,55,48,21,,,,,,,,,
1978,jac,Team Totals,0,310,6.6,24,47,12,,,,,,,,,
1978,jac,Opponents Totals,0,309,8.1,29,38,5,,,,,,,,,
1978,lind,Team Totals,0,590,10.4,34,57,19,,,,,,,,,
1978,lind,Opponents Totals,1,356,9.6,75t,37,9,,,,,,,,,
1978,was,Team Totals,0,342,8.6,42,40,5,,,,,,,,,
1978,was,Opponents Totals,0,371,10.3,53,36,9,,,,,,,,,
1978,col,Team Totals,0,488,10.8,55,45,4,,,,,,,,,
1978,col,Opponents Totals,0,538,10.8,53,50,4,,,,,,,,,
1978,tol,Team Totals,0,502,8.0,23,63,12,,,,,,,,,
1978,tol,Opponents Totals,0,311,7.8,38,40,13,,,,,,,,,
1978,ltb,Team Totals,1,416,8.7,57t,48,11,,,,,,,,,
1978,ltb,Opponents Totals,1,354,7.5,80t,47,12,,,,,,,,,
1978,lmin,Team Totals,1,527,9.8,80t,54,17,,,,,,,,,
1978,lmin,Opponents Totals,2,328,6.8,73t,48,25,,,,,,,,,
1978,c-p,Team Totals,0,274,5.7,31,48,9,,,,,,,,,
1978,c-p,Opponents Totals,0,624,10.2,58,61,6,,,,,,,,,
1978,chit,Team Totals,1,395,7.7,70t,51,9,,,,,,,,,
1978,chit,Opponents Totals,0,575,9.7,37,59,11,,,,,,,,,
1978,nyj,Team Totals,0,239,4.9,47,49,11,,,,,,,,,
1978,nyj,Opponents Totals,0,541,10.4,34,52,5,,,,,,,,,
1978,dal,Team Totals,0,393,8.5,48,46,13,,,,,,,,,
1978,dal,Opponents Totals,0,286,5.6,16,51,22,,,,,,,,,
1978,latl,Team Totals,1,286,7.0,73t,41,22,,,,,,,,,
1978,latl,Opponents Totals,0,295,6.6,21,45,23,,,,,,,,,
1978,lbuf,Team Totals,0,430,9.1,35,47,11,,,,,,,,,
1978,lbuf,Opponents Totals,0,467,8.6,49,54,8,,,,,,,,,
1978,stl,Team Totals,0,512,8.3,50,62,7,,,,,,,,,
1978,stl,Opponents Totals,0,447,7.2,31,62,4,,,,,,,,,
1978,det,Team Totals,0,711,10.6,58,67,7,,,,,,,,,
1978,det,Opponents Totals,1,223,5.9,57t,38,19,,,,,,,,,
1978,lac,Team Totals,0,345,8.2,38,42,26,,,,,,,,,
1978,lac,Opponents Totals,0,305,5.6,21,54,20,,,,,,,,,
1978,ton,Team Totals,0,242,6.7,32,36,14,,,,,,,,,
1978,ton,Opponents Totals,0,539,9.1,55,59,4,,,,,,,,,
1978,nyb,Team Totals,0,323,6.9,52,47,12,,,,,,,,,
1978,nyb,Opponents Totals,0,356,7.7,44,46,16,,,,,,,,,
1979,lkc,Team Totals,1,337,9.9,86t,34,27,,,,,,,,,
1979,lkc,Opponents Totals,0,131,5.2,34,25,17,,,,,,,,,
1979,har,Team Totals,1,311,8.4,80t,37,22,,,,,,,,,
1979,har,Opponents Totals,1,317,11.3,75t,28,17,,,,,,,,,
1979,llarm,Team Totals,0,314,8.7,51,36,10,,,,,,,,,
1979,llarm,Opponents Totals,0,260,7.9,36,33,8,,,,,,,,,
1979,min,Team Totals,0,318,8.4,32,38,11,,,,,,,,,
1979,min,Opponents Totals,1,555,9.1,86t,61,9,,,,,,,,,
1979,larm,Team Totals,1,391,8.0,75t,49,12,,,,,,,,,
1979,larm,Opponents Totals,1,296,6.9,80t,43,24,,,,,,,,,
1979,bal,Team Totals,0,523,8.3,38,63,11,,,,,,,,,
1979,bal,Opponents Totals,0,276,8.9,68,31,10,,,,,,,,,
1979,lten,Team Totals,0,221,5.8,36,38,8,,,,,,,,,
1979,lten,Opponents Totals,1,726,11.3,55t,64,9,,,,,,,,,
1979,dul,Team Totals,0,345,8.4,47,41,14,,,,,,,,,
1979,dul,Opponents Totals,0,375,8.3,38,45,2,,,,,,,,,
1979,atl,Team Totals,0,316,7.5,40,42,9,,,,,,,,,
1979,atl,Opponents Totals,0,325,6.8,17,48,9,,,,,,,,,
1979,ham,Team Totals,0,488,9.4,27,52,9,,,,,,,,,
1979,ham,Opponents Totals,0,204,6.0,32,34,18,,,,,,,,,
1979,jac,Team Totals,0,401,9.3,44,43,8,,,,,,,,,
1979,jac,Opponents Totals,0,480,9.2,33,52,11,,,,,,,,,
1979,lind,Team Totals,0,179,5.1,20,35,7,,,,,,,,,
1979,lind,Opponents Totals,1,416,10.4,88t,40,8,,,,,,,,,
1979,was,Team Totals,0,281,8.3,30,34,6,,,,,,,,,
1979,was,Opponents Totals,0,289,6.9,27,42,12,,,,,,,,,
1979,col,Team Totals,2,612,10.6,88t,58,10,,,,,,,,,
1979,col,Opponents Totals,0,315,6.4,21,49,8,,,,,,,,,
1979,tol,Team Totals,0,334,6.5,17,51,15,,,,,,,,,
1979,tol,Opponents Totals,0,252,7.4,32,34,18,,,,,,,,,
1979,ltb,Team Totals,0,544,9.5,38,57,8,,,,,,,,,
1979,ltb,Opponents Totals,0,200,5.9,24,34,16,,,,,,,,,
1979,lmin,Team Totals,0,271,8.2,52,33,14,,,,,,,,,
1979,lmin,Opponents Totals,0,135,4.7,16,29,20,,,,,,,,,
1979,c-p,Team Totals,0,109,3.9,13,28,17,,,,,,,,,
1979,c-p,Opponents Totals,0,447,7.5,33,60,22,,,,,,,,,
1979,chit,Team Totals,0,368,7.7,77,48,18,,,,,,,,,
1979,chit,Opponents Totals,0,378,8.4,42,45,7,,,,,,,,,
1979,nyj,Team Totals,0,438,6.2,17,71,2,,,,,,,,,
1979,nyj,Opponents Totals,0,270,5.7,26,47,8,,,,,,,,,
1979,dal,Team Totals,1,334,8.6,77t,39,18,,,,,,,,,
1979,dal,Opponents Totals,0,404,7.5,77,54,12,,,,,,,,,
1979,latl,Team Totals,0,288,5.1,42,57,9,,,,,,,,,
1979,latl,Opponents Totals,0,354,7.4,27,48,10,,,,,,,,,
1979,lbuf,Team Totals,0,141,5.0,19,28,13,,,,,,,,,
1979,lbuf,Opponents Totals,0,305,7.1,19,43,7,,,,,,,,,
1979,stl,Team Totals,0,372,8.3,31,45,11,,,,,,,,,
1979,stl,Opponents Totals,1,440,7.7,77t,57,15,,,,,,,,,
1979,det,Team Totals,0,330,5.7,30,58,19,,,,,,,,,
1979,det,Opponents Totals,0,405,6.9,18,59,6,,,,,,,,,
1979,lac,Team Totals,0,231,7.7,33,30,16,,,,,,,,,
1979,lac,Opponents Totals,0,223,7.0,19,32,11,,,,,,,,,
1979,ton,Team Totals,0,188,7.2,60,26,15,,,,,,,,,
1979,ton,Opponents Totals,0,259,6.3,31,41,26,,,,,,,,,
