Year,Team,Totals,1st,2nd,3rd,4th,YDS,TOP,Rushing,Passing,Penalty,3RD DOWN EFFICIENCY,4TH DOWN EFFICIENCY,PEN,OT
1996,det,Opponents Totals,81,130,79,78,,,,,,,,,
1996,lac,Team Totals,74,102,107,84,,,,,,,,,
1996,lac,Opponents Totals,62,100,23,33,,,,,,,,,
1996,ton,Team Totals,85,153,50,107,,,,,,,,,3
1996,ton,Opponents Totals,80,63,55,73,,,,,,,,,6
1996,nyb,Team Totals,55,102,60,86,,,,,,,,,0
1996,nyb,Opponents Totals,68,112,120,100,,,,,,,,,9
1996,sea,Team Totals,52,82,82,93,,,,,,,,,
1996,sea,Opponents Totals,100,157,87,117,,,,,,,,,
1996,dec,Team Totals,42,58,38,91,,,,,,,,,
1996,dec,Opponents Totals,80,105,78,76,,,,,,,,,
1997,lkc,Team Totals,82,126,61,97,,,,,,,,,3
1997,lkc,Opponents Totals,60,39,89,98,,,,,,,,,3
1997,har,Team Totals,67,103,49,117,,,,,,,,,3
1997,har,Opponents Totals,43,135,51,95,,,,,,,,,3
1997,llarm,Team Totals,91,116,74,64,,,,,,,,,3
1997,llarm,Opponents Totals,40,97,47,100,,,,,,,,,0
1997,min,Team Totals,19,66,45,125,,,,,,,,,0
1997,min,Opponents Totals,78,118,68,100,,,,,,,,,3
1997,larm,Team Totals,62,103,50,98,,,,,,,,,
1997,larm,Opponents Totals,74,141,65,121,,,,,,,,,
1997,bal,Team Totals,67,98,86,106,,,,,,,,,15
1997,bal,Opponents Totals,69,106,65,67,,,,,,,,,0
1997,lten,Team Totals,117,111,66,100,,,,,,,,,0
1997,lten,Opponents Totals,65,91,58,98,,,,,,,,,6
1997,dul,Team Totals,74,107,55,94,,,,,,,,,3
1997,dul,Opponents Totals,54,93,77,83,,,,,,,,,3
1997,atl,Team Totals,77,110,80,88,,,,,,,,,
1997,atl,Opponents Totals,65,108,90,142,,,,,,,,,
1997,ham,Team Totals,67,98,58,103,,,,,,,,,0
1997,ham,Opponents Totals,89,92,81,80,,,,,,,,,3
1997,jac,Team Totals,63,149,59,101,,,,,,,,,3
1997,jac,Opponents Totals,61,80,47,44,,,,,,,,,0
1997,lind,Team Totals,107,140,137,85,,,,,,,,,3
1997,lind,Opponents Totals,34,100,68,85,,,,,,,,,0
1997,was,Team Totals,44,126,92,103,,,,,,,,,0
1997,was,Opponents Totals,101,111,93,51,,,,,,,,,6
1997,col,Team Totals,69,100,113,42,,,,,,,,,0
1997,col,Opponents Totals,87,123,102,104,,,,,,,,,3
1997,tol,Team Totals,61,71,71,63,,,,,,,,,0
1997,tol,Opponents Totals,64,170,98,93,,,,,,,,,
1997,ltb,Team Totals,68,85,67,81,,,,,,,,,6
1997,ltb,Opponents Totals,33,93,54,85,,,,,,,,,0
1997,lmin,Team Totals,62,101,80,78,,,,,,,,,6
1997,lmin,Opponents Totals,64,74,53,98,,,,,,,,,0
1997,c-p,Team Totals,75,71,59,109,,,,,,,,,3
1997,c-p,Opponents Totals,100,90,68,114,,,,,,,,,0
1997,chit,Team Totals,41,95,86,82,,,,,,,,,0
1997,chit,Opponents Totals,64,71,86,90,,,,,,,,,3
1997,nyj,Team Totals,44,67,85,84,,,,,,,,,3
1997,nyj,Opponents Totals,63,101,83,117,,,,,,,,,15
1997,dal,Team Totals,82,151,87,102,,,,,,,,,
1997,dal,Opponents Totals,48,78,56,100,,,,,,,,,
1997,latl,Team Totals,73,78,65,83,,,,,,,,,
1997,latl,Opponents Totals,36,85,76,66,,,,,,,,,
1997,lbuf,Team Totals,35,131,87,126,,,,,,,,,0
1997,lbuf,Opponents Totals,100,103,33,64,,,,,,,,,6
1997,stl,Team Totals,65,96,61,132,,,,,,,,,
1997,stl,Opponents Totals,54,146,78,81,,,,,,,,,
1997,det,Team Totals,61,72,36,91,,,,,,,,,3
1997,det,Opponents Totals,78,123,107,113,,,,,,,,,0
1997,lac,Team Totals,90,142,88,55,,,,,,,,,0
1997,lac,Opponents Totals,51,78,66,70,,,,,,,,,
1997,ton,Team Totals,54,70,37,104,,,,,,,,,
1997,ton,Opponents Totals,62,102,61,89,,,,,,,,,
1997,nyb,Team Totals,58,97,99,66,,,,,,,,,
1997,nyb,Opponents Totals,70,118,72,101,,,,,,,,,
1997,sea,Team Totals,22,76,38,98,,,,,,,,,3
1997,sea,Opponents Totals,70,107,51,99,,,,,,,,,0
1997,dec,Team Totals,37,121,68,73,,,,,,,,,
1997,dec,Opponents Totals,57,104,96,102,,,,,,,,,
1998,lkc,Team Totals,78,125,101,112,,,,,,,,,0
1998,lkc,Opponents Totals,75,63,54,68,,,,,,,,,6
1998,har,Team Totals,54,115,61,88,,,,,,,,,3
1998,har,Opponents Totals,51,70,44,100,,,,,,,,,0
1998,llarm,Team Totals,67,139,95,99,,,,,,,,,
1998,llarm,Opponents Totals,40,67,70,136,,,,,,,,,
1998,min,Team Totals,60,116,62,99,,,,,,,,,0
1998,min,Opponents Totals,64,111,67,84,,,,,,,,,3
1998,larm,Team Totals,105,69,47,89,,,,,,,,,0
1998,larm,Opponents Totals,60,170,61,147,,,,,,,,,6
1998,bal,Team Totals,100,127,81,84,,,,,,,,,
1998,bal,Opponents Totals,42,138,53,105,,,,,,,,,
1998,lten,Team Totals,54,112,71,93,,,,,,,,,
1998,lten,Opponents Totals,58,69,87,106,,,,,,,,,
1998,dul,Team Totals,40,86,70,67,,,,,,,,,0
1998,dul,Opponents Totals,24,112,63,101,,,,,,,,,3
1998,atl,Team Totals,79,63,41,86,,,,,,,,,
1998,atl,Opponents Totals,96,104,85,50,,,,,,,,,
1998,ham,Team Totals,26,90,66,80,,,,,,,,,6
1998,ham,Opponents Totals,113,143,99,97,,,,,,,,,0
1998,jac,Team Totals,144,156,64,137,,,,,,,,,
1998,jac,Opponents Totals,54,87,58,110,,,,,,,,,
1998,lind,Team Totals,51,92,66,79,,,,,,,,,
1998,lind,Opponents Totals,88,101,74,93,,,,,,,,,
1998,was,Team Totals,107,91,75,99,,,,,,,,,
1998,was,Opponents Totals,71,73,61,105,,,,,,,,,
1998,col,Team Totals,77,67,105,78,,,,,,,,,
1998,col,Opponents Totals,101,100,65,97,,,,,,,,,
1998,tol,Team Totals,39,66,58,78,,,,,,,,,
1998,tol,Opponents Totals,94,101,71,76,,,,,,,,,
1998,ltb,Team Totals,72,124,80,105,,,,,,,,,
1998,ltb,Opponents Totals,77,82,66,50,,,,,,,,,
1998,lmin,Team Totals,61,99,69,93,,,,,,,,,3
1998,lmin,Opponents Totals,61,127,68,122,,,,,,,,,0
1998,c-p,Team Totals,81,67,86,53,,,,,,,,,
1998,c-p,Opponents Totals,72,89,78,70,,,,,,,,,
1998,chit,Team Totals,94,80,57,88,,,,,,,,,
1998,chit,Opponents Totals,92,133,93,103,,,,,,,,,
1998,nyj,Team Totals,33,47,24,57,,,,,,,,,0
1998,nyj,Opponents Totals,85,53,94,109,,,,,,,,,3
1998,dal,Team Totals,135,138,139,144,,,,,,,,,
1998,dal,Opponents Totals,50,93,58,95,,,,,,,,,
1998,latl,Team Totals,107,89,73,139,,,,,,,,,
1998,latl,Opponents Totals,70,100,57,92,,,,,,,,,
1998,lbuf,Team Totals,61,101,49,103,,,,,,,,,
1998,lbuf,Opponents Totals,78,71,57,89,,,,,,,,,
1998,stl,Team Totals,57,88,72,86,,,,,,,,,3
1998,stl,Opponents Totals,64,114,74,120,,,,,,,,,6
1998,det,Team Totals,51,95,53,77,,,,,,,,,
1998,det,Opponents Totals,61,104,116,87,,,,,,,,,
1998,lac,Team Totals,114,91,106,131,,,,,,,,,
1998,lac,Opponents Totals,60,95,76,58,,,,,,,,,
1998,ton,Team Totals,79,163,116,112,,,,,,,,,9
1998,ton,Opponents Totals,98,70,30,130,,,,,,,,,0
1998,nyb,Team Totals,50,125,41,83,,,,,,,,,6
1998,nyb,Opponents Totals,74,126,74,85,,,,,,,,,0
1998,sea,Team Totals,60,108,61,107,,,,,,,,,0
1998,sea,Opponents Totals,84,117,128,81,,,,,,,,,3
1998,dec,Team Totals,37,91,72,85,,,,,,,,,
1998,dec,Opponents Totals,116,107,80,75,,,,,,,,,
1999,lkc,Team Totals,112,114,88,109,,,,,,,,,
1999,lkc,Opponents Totals,51,109,63,110,,,,,,,,,
1999,har,Team Totals,68,98,73,78,,,,,,,,,3
1999,har,Opponents Totals,66,80,23,60,,,,,,,,,0
1999,llarm,Team Totals,50,106,58,112,,,,,,,,,
1999,llarm,Opponents Totals,73,83,75,105,,,,,,,,,
1999,min,Team Totals,55,101,48,104,,,,,,,,,
1999,min,Opponents Totals,66,81,78,84,,,,,,,,,
1999,larm,Team Totals,61,84,67,87,,,,,,,,,0
1999,larm,Opponents Totals,70,101,56,54,,,,,,,,,3
1999,bal,Team Totals,61,109,103,123,,,,,,,,,
1999,bal,Opponents Totals,44,81,40,52,,,,,,,,,
1999,lten,Team Totals,113,97,85,97,,,,,,,,,
1999,lten,Opponents Totals,44,93,103,84,,,,,,,,,
1999,dul,Team Totals,64,84,85,85,,,,,,,,,6
1999,dul,Opponents Totals,47,71,51,108,,,,,,,,,0
1999,atl,Team Totals,102,72,60,83,,,,,,,,,
1999,atl,Opponents Totals,100,102,59,59,,,,,,,,,
1999,ham,Team Totals,91,70,58,64,,,,,,,,,
1999,ham,Opponents Totals,124,166,92,78,,,,,,,,,
1999,jac,Team Totals,37,77,43,60,,,,,,,,,
1999,jac,Opponents Totals,75,146,99,117,,,,,,,,,
1999,lind,Team Totals,86,104,70,78,,,,,,,,,0
1999,lind,Opponents Totals,53,109,59,71,,,,,,,,,6
1999,was,Team Totals,84,105,93,108,,,,,,,,,0
1999,was,Opponents Totals,50,133,74,62,,,,,,,,,3
1999,col,Team Totals,40,112,46,71,,,,,,,,,0
1999,col,Opponents Totals,91,80,93,49,,,,,,,,,3
1999,tol,Team Totals,80,89,151,67,,,,,,,,,3
1999,tol,Opponents Totals,64,81,71,107,,,,,,,,,6
1999,ltb,Team Totals,79,58,77,88,,,,,,,,,12
1999,ltb,Opponents Totals,34,115,62,107,,,,,,,,,
1999,lmin,Team Totals,82,162,100,90,,,,,,,,,9
1999,lmin,Opponents Totals,78,89,63,141,,,,,,,,,6
1999,c-p,Team Totals,87,92,80,87,,,,,,,,,6
1999,c-p,Opponents Totals,28,56,76,116,,,,,,,,,0
1999,chit,Team Totals,54,82,36,121,,,,,,,,,6
1999,chit,Opponents Totals,68,108,70,112,,,,,,,,,0
1999,nyj,Team Totals,19,97,50,79,,,,,,,,,
1999,nyj,Opponents Totals,118,97,56,111,,,,,,,,,
1999,dal,Team Totals,71,77,38,86,,,,,,,,,0
1999,dal,Opponents Totals,100,107,70,71,,,,,,,,,9
1999,latl,Team Totals,34,106,42,88,,,,,,,,,
1999,latl,Opponents Totals,89,47,44,55,,,,,,,,,
1999,lbuf,Team Totals,59,166,64,107,,,,,,,,,3
1999,lbuf,Opponents Totals,84,105,56,90,,,,,,,,,0
1999,stl,Team Totals,61,132,47,82,,,,,,,,,
1999,stl,Opponents Totals,28,116,81,98,,,,,,,,,
1999,det,Team Totals,44,123,73,117,,,,,,,,,
1999,det,Opponents Totals,54,95,93,99,,,,,,,,,
1999,lac,Team Totals,52,69,84,64,,,,,,,,,3
1999,lac,Opponents Totals,64,135,47,92,,,,,,,,,3
1999,ton,Team Totals,123,170,106,127,,,,,,,,,
1999,ton,Opponents Totals,49,85,54,54,,,,,,,,,
1999,nyb,Team Totals,90,155,89,87,,,,,,,,,
1999,nyb,Opponents Totals,78,111,67,125,,,,,,,,,
1999,sea,Team Totals,52,94,73,66,,,,,,,,,0
1999,sea,Opponents Totals,75,156,59,84,,,,,,,,,6
1999,dec,Team Totals,66,109,42,78,,,,,,,,,0
1999,dec,Opponents Totals,92,143,130,82,,,,,,,,,6
1999,lne,Team Totals,59,91,39,71,,,,,,,,,
1999,lne,Opponents Totals,79,124,104,127,,,,,,,,,
2000,lkc,Team Totals,67,109,90,57,,,,,,,,,0
2000,lkc,Opponents Totals,50,57,9,107,,,,,,,,,3
2000,har,Team Totals,73,117,84,155,,,,,,,,,
2000,har,Opponents Totals,52,106,86,82,,,,,,,,,
2000,llarm,Team Totals,90,69,40,119,,,,,,,,,3
2000,llarm,Opponents Totals,67,120,46,88,,,,,,,,,0
2000,min,Team Totals,54,97,40,118,,,,,,,,,6
2000,min,Opponents Totals,46,93,76,132,,,,,,,,,3
2000,larm,Team Totals,76,86,30,81,,,,,,,,,3
2000,larm,Opponents Totals,53,122,52,108,,,,,,,,,3
2000,bal,Team Totals,65,111,75,92,,,,,,,,,3
2000,bal,Opponents Totals,36,50,30,75,,,,,,,,,0
2000,lten,Team Totals,62,134,67,70,,,,,,,,,
2000,lten,Opponents Totals,44,36,43,42,,,,,,,,,
2000,dul,Team Totals,58,99,67,97,,,,,,,,,0
2000,dul,Opponents Totals,67,76,50,59,,,,,,,,,3
2000,atl,Team Totals,69,142,74,76,,,,,,,,,6
2000,atl,Opponents Totals,59,88,61,119,,,,,,,,,0
2000,ham,Team Totals,24,74,41,46,,,,,,,,,
2000,ham,Opponents Totals,92,106,91,70,,,,,,,,,
2000,jac,Team Totals,51,45,32,33,,,,,,,,,
2000,jac,Opponents Totals,46,176,115,82,,,,,,,,,
2000,lind,Team Totals,77,179,86,131,,,,,,,,,6
2000,lind,Opponents Totals,75,74,43,107,,,,,,,,,0
2000,was,Team Totals,88,156,121,120,,,,,,,,,
2000,was,Opponents Totals,57,120,96,96,,,,,,,,,
2000,col,Team Totals,50,99,82,124,,,,,,,,,0
2000,col,Opponents Totals,75,123,64,89,,,,,,,,,3
2000,tol,Team Totals,70,100,59,91,,,,,,,,,
2000,tol,Opponents Totals,96,140,71,98,,,,,,,,,0
2000,ltb,Team Totals,58,99,60,52,,,,,,,,,0
2000,ltb,Opponents Totals,77,128,110,122,,,,,,,,,3
2000,lmin,Team Totals,51,81,82,114,,,,,,,,,
2000,lmin,Opponents Totals,31,88,62,65,,,,,,,,,
2000,c-p,Team Totals,57,97,71,120,,,,,,,,,6
2000,c-p,Opponents Totals,34,70,40,101,,,,,,,,,0
2000,chit,Team Totals,65,80,54,79,,,,,,,,,3
2000,chit,Opponents Totals,63,91,39,76,,,,,,,,,0
2000,nyj,Team Totals,51,92,73,75,,,,,,,,,3
2000,nyj,Opponents Totals,61,101,84,106,,,,,,,,,9
2000,dal,Team Totals,30,48,57,75,,,,,,,,,
2000,dal,Opponents Totals,114,130,95,104,,,,,,,,,
2000,latl,Team Totals,81,117,90,109,,,,,,,,,0
2000,latl,Opponents Totals,96,98,56,115,,,,,,,,,6
2000,lbuf,Team Totals,88,131,60,109,,,,,,,,,0
2000,lbuf,Opponents Totals,38,79,53,92,,,,,,,,,6
2000,stl,Team Totals,59,101,83,101,,,,,,,,,9
2000,stl,Opponents Totals,51,91,82,99,,,,,,,,,0
2000,det,Team Totals,50,78,52,127,,,,,,,,,
2000,det,Opponents Totals,81,70,74,82,,,,,,,,,
2000,lac,Team Totals,46,59,52,59,,,,,,,,,
2000,lac,Opponents Totals,47,117,88,103,,,,,,,,,
2000,ton,Team Totals,66,111,67,110,,,,,,,,,
2000,ton,Opponents Totals,58,111,51,85,,,,,,,,,
2000,nyb,Team Totals,116,147,154,123,,,,,,,,,
2000,nyb,Opponents Totals,94,130,103,144,,,,,,,,,
2000,sea,Team Totals,78,106,60,66,,,,,,,,,0
2000,sea,Opponents Totals,48,108,70,83,,,,,,,,,3
2000,dec,Team Totals,48,136,79,125,,,,,,,,,0
2000,dec,Opponents Totals,64,142,108,106,,,,,,,,,6
2000,lne,Team Totals,50,75,57,70,,,,,,,,,
2000,lne,Opponents Totals,97,134,91,91,,,,,,,,,
2001,lkc,Team Totals,74,133,58,100,,,,,,,,,6
2001,lkc,Opponents Totals,54,51,94,73,,,,,,,,,0
2001,har,Team Totals,65,110,27,142,,,,,,,,,
2001,har,Opponents Totals,58,91,86,55,,,,,,,,,
2001,llarm,Team Totals,78,85,80,65,,,,,,,,,
2001,llarm,Opponents Totals,38,123,77,57,,,,,,,,,
2001,min,Team Totals,70,160,109,74,,,,,,,,,
2001,min,Opponents Totals,61,200,66,159,,,,,,,,,
2001,larm,Team Totals,33,89,56,87,,,,,,,,,0
2001,larm,Opponents Totals,91,115,83,128,,,,,,,,,3
2001,bal,Team Totals,60,108,102,79,,,,,,,,,3
2001,bal,Opponents Totals,33,81,13,82,,,,,,,,,3
2001,lten,Team Totals,29,92,63,119,,,,,,,,,
2001,lten,Opponents Totals,38,77,89,61,,,,,,,,,
2001,dul,Team Totals,77,83,51,74,,,,,,,,,0
2001,dul,Opponents Totals,62,73,89,86,,,,,,,,,9
2001,atl,Team Totals,84,73,90,86,,,,,,,,,3
2001,atl,Opponents Totals,61,127,74,126,,,,,,,,,0
2001,ham,Team Totals,49,83,90,72,,,,,,,,,
2001,ham,Opponents Totals,43,89,75,79,,,,,,,,,
2001,jac,Team Totals,27,75,56,65,,,,,,,,,3
2001,jac,Opponents Totals,67,83,79,77,,,,,,,,,3
2001,lind,Team Totals,87,116,97,99,,,,,,,,,0
2001,lind,Opponents Totals,53,83,83,105,,,,,,,,,3
2001,was,Team Totals,64,107,75,52,,,,,,,,,3
2001,was,Opponents Totals,53,123,74,74,,,,,,,,,0
2001,col,Team Totals,50,128,89,73,,,,,,,,,0
2001,col,Opponents Totals,65,94,58,119,,,,,,,,,3
2001,tol,Team Totals,56,92,64,105,,,,,,,,,3
2001,tol,Opponents Totals,43,115,103,83,,,,,,,,,0
2001,ltb,Team Totals,81,51,81,119,,,,,,,,,0
2001,ltb,Opponents Totals,60,109,45,100,,,,,,,,,6
2001,lmin,Team Totals,58,144,40,101,,,,,,,,,0
2001,lmin,Opponents Totals,50,72,30,53,,,,,,,,,3
2001,c-p,Team Totals,40,71,59,83,,,,,,,,,3
2001,c-p,Opponents Totals,63,91,39,76,,,,,,,,,0
2001,chit,Team Totals,63,94,34,100,,,,,,,,,3
2001,chit,Opponents Totals,88,80,60,93,,,,,,,,,0
2001,nyj,Team Totals,51,110,30,101,,,,,,,,,3
2001,nyj,Opponents Totals,57,114,72,100,,,,,,,,,3
2001,dal,Team Totals,38,81,45,82,,,,,,,,,0
2001,dal,Opponents Totals,60,131,54,90,,,,,,,,,3
2001,latl,Team Totals,38,96,71,121,,,,,,,,,12
2001,latl,Opponents Totals,48,31,71,53,,,,,,,,,0
2001,lbuf,Team Totals,89,90,111,100,,,,,,,,,
2001,lbuf,Opponents Totals,37,106,34,89,,,,,,,,,
2001,stl,Team Totals,39,130,50,102,,,,,,,,,3
2001,stl,Opponents Totals,33,63,86,95,,,,,,,,,3
2001,det,Team Totals,44,77,83,86,,,,,,,,,
2001,det,Opponents Totals,77,111,84,118,,,,,,,,,
2001,lac,Team Totals,47,79,67,77,,,,,,,,,
2001,lac,Opponents Totals,101,125,90,108,,,,,,,,,
2001,ton,Team Totals,140,165,103,92,,,,,,,,,3
2001,ton,Opponents Totals,51,85,66,71,,,,,,,,,0
2001,nyb,Team Totals,52,139,82,124,,,,,,,,,12
2001,nyb,Opponents Totals,75,72,70,59,,,,,,,,,6
2001,sea,Team Totals,53,77,108,95,,,,,,,,,
2001,sea,Opponents Totals,120,120,47,122,,,,,,,,,
2001,dec,Team Totals,98,61,40,92,,,,,,,,,0
2001,dec,Opponents Totals,68,120,64,116,,,,,,,,,9
2001,lne,Team Totals,50,83,52,68,,,,,,,,,0
2001,lne,Opponents Totals,78,114,112,100,,,,,,,,,6
2002,lkc,Team Totals,69,118,65,101,,,,,,,,,6
2002,lkc,Opponents Totals,42,99,114,81,,,,,,,,,0
2002,har,Team Totals,65,95,99,116,,,,,,,,,6
2002,har,Opponents Totals,57,120,93,76,,,,,,,,,0
2002,llarm,Team Totals,113,111,69,85,,,,,,,,,0
2002,llarm,Opponents Totals,35,98,66,99,,,,,,,,,3
2002,min,Team Totals,48,141,97,81,,,,,,,,,12
2002,min,Opponents Totals,85,129,61,116,,,,,,,,,6
2002,larm,Team Totals,113,124,61,89,,,,,,,,,3
2002,larm,Opponents Totals,79,73,86,107,,,,,,,,,0
2002,bal,Team Totals,76,68,77,120,,,,,,,,,3
2002,bal,Opponents Totals,65,95,62,92,,,,,,,,,3
2002,lten,Team Totals,53,123,82,58,,,,,,,,,
2002,lten,Opponents Totals,88,110,51,105,,,,,,,,,
2002,dul,Team Totals,61,91,50,77,,,,,,,,,
2002,dul,Opponents Totals,110,157,95,94,,,,,,,,,
2002,atl,Team Totals,76,127,67,94,,,,,,,,,3
2002,atl,Opponents Totals,72,71,68,110,,,,,,,,,3
2002,ham,Team Totals,55,75,59,157,,,,,,,,,3
2002,ham,Opponents Totals,83,94,64,72,,,,,,,,,0
2002,jac,Team Totals,41,102,72,113,,,,,,,,,
2002,jac,Opponents Totals,47,100,74,94,,,,,,,,,
2002,lind,Team Totals,37,56,51,69,,,,,,,,,
2002,lind,Opponents Totals,74,114,66,102,,,,,,,,,
2002,was,Team Totals,116,123,87,124,,,,,,,,,0
2002,was,Opponents Totals,54,92,63,86,,,,,,,,,9
2002,col,Team Totals,70,93,93,133,,,,,,,,,3
2002,col,Opponents Totals,34,126,76,102,,,,,,,,,6
2002,tol,Team Totals,61,109,63,88,,,,,,,,,12
2002,tol,Opponents Totals,103,86,695,110,,,,,,,,,3
2002,ltb,Team Totals,101,122,76,168,,,,,,,,,0
2002,ltb,Opponents Totals,67,117,79,130,,,,,,,,,6
2002,lmin,Team Totals,85,161,79,90,,,,,,,,,0
2002,lmin,Opponents Totals,61,61,50,66,,,,,,,,,3
2002,c-p,Team Totals,60,95,75,87,,,,,,,,,3
2002,c-p,Opponents Totals,16,81,48,130,,,,,,,,,3
2002,chit,Team Totals,40,132,78,57,,,,,,,,,
2002,chit,Opponents Totals,47,133,67,91,,,,,,,,,
2002,nyj,Team Totals,23,47,51,96,,,,,,,,,0
2002,nyj,Opponents Totals,55,103,48,120,,,,,,,,,3
2002,dal,Team Totals,50,141,107,97,,,,,,,,,3
2002,dal,Opponents Totals,69,91,62,106,,,,,,,,,0
2002,latl,Team Totals,75,114,93,108,,,,,,,,,0
2002,latl,Opponents Totals,103,125,81,121,,,,,,,,,12
2002,lbuf,Team Totals,45,93,61,79,,,,,,,,,3
2002,lbuf,Opponents Totals,41,148,92,89,,,,,,,,,9
2002,stl,Team Totals,72,88,66,77,,,,,,,,,3
2002,stl,Opponents Totals,71,160,111,106,,,,,,,,,6
2002,det,Team Totals,49,110,63,124,,,,,,,,,0
2002,det,Opponents Totals,57,49,43,41,,,,,,,,,6
2002,lac,Team Totals,53,148,95,100,,,,,,,,,6
2002,lac,Opponents Totals,36,82,101,86,,,,,,,,,9
2002,ton,Team Totals,95,109,107,115,,,,,,,,,6
2002,ton,Opponents Totals,67,134,78,109,,,,,,,,,0
2002,nyb,Team Totals,51,68,70,69,,,,,,,,,
2002,nyb,Opponents Totals,63,74,75,90,,,,,,,,,
2002,sea,Team Totals,77,136,72,79,,,,,,,,,3
2002,sea,Opponents Totals,46,77,79,146,,,,,,,,,3
2002,dec,Team Totals,65,80,47,124,,,,,,,,,
2002,dec,Opponents Totals,64,152,57,96,,,,,,,,,
2002,lne,Team Totals,67,123,58,98,,,,,,,,,9
2002,lne,Opponents Totals,75,99,82,113,,,,,,,,,0
2002,lari,Team Totals,40,85,41,90,,,,,,,,,6
2002,lari,Opponents Totals,109,158,70,80,,,,,,,,,0
2003,lkc,Team Totals,80,83,79,97,,,,,,,,,9
2003,lkc,Opponents Totals,42,73,51,72,,,,,,,,,0
2003,har,Team Totals,68,124,44,72,,,,,,,,,3
2003,har,Opponents Totals,49,86,48,72,,,,,,,,,6
2003,llarm,Team Totals,34,81,58,64,,,,,,,,,6
2003,llarm,Opponents Totals,54,93,54,78,,,,,,,,,0
2003,min,Team Totals,70,48,76,86,,,,,,,,,3
2003,min,Opponents Totals,64,130,48,54,,,,,,,,,3
2003,larm,Team Totals,61,90,84,150,,,,,,,,,6
2003,larm,Opponents Totals,63,73,77,65,,,,,,,,,3
2003,bal,Team Totals,83,115,49,99,,,,,,,,,0
2003,bal,Opponents Totals,71,117,74,116,,,,,,,,,6
2003,lten,Team Totals,50,94,93,63,,,,,,,,,0
2003,lten,Opponents Totals,61,98,71,94,,,,,,,,,3
2003,dul,Team Totals,46,79,50,79,,,,,,,,,0
2003,dul,Opponents Totals,74,102,59,84,,,,,,,,,3
2003,atl,Team Totals,61,135,130,118,,,,,,,,,3
2003,atl,Opponents Totals,75,89,83,86,,,,,,,,,3
2003,ham,Team Totals,103,120,82,130,,,,,,,,,
2003,ham,Opponents Totals,52,75,75,122,,,,,,,,,
2003,jac,Team Totals,34,93,57,92,,,,,,,,,
2003,jac,Opponents Totals,85,81,57,108,,,,,,,,,
2003,lind,Team Totals,23,87,84,61,,,,,,,,,0
2003,lind,Opponents Totals,64,115,73,125,,,,,,,,,3
2003,was,Team Totals,112,153,82,131,,,,,,,,,6
2003,was,Opponents Totals,57,94,85,96,,,,,,,,,0
2003,col,Team Totals,110,122,74,72,,,,,,,,,3
2003,col,Opponents Totals,63,87,45,106,,,,,,,,,0
2003,tol,Team Totals,76,81,31,79,,,,,,,,,3
2003,tol,Opponents Totals,99,110,59,108,,,,,,,,,3
2003,ltb,Team Totals,60,86,50,117,,,,,,,,,0
2003,ltb,Opponents Totals,121,140,60,117,,,,,,,,,3
2003,lmin,Team Totals,82,102,59,131,,,,,,,,,0
2003,lmin,Opponents Totals,43,91,62,88,,,,,,,,,3
2003,c-p,Team Totals,72,106,57,51,,,,,,,,,3
2003,c-p,Opponents Totals,52,69,70,69,,,,,,,,,0
2003,chit,Team Totals,40,113,59,75,,,,,,,,,0
2003,chit,Opponents Totals,78,106,76,109,,,,,,,,,3
2003,nyj,Team Totals,44,83,47,63,,,,,,,,,6
2003,nyj,Opponents Totals,91,111,98,84,,,,,,,,,3
2003,dal,Team Totals,103,138,69,132,,,,,,,,,0
2003,dal,Opponents Totals,86,64,49,102,,,,,,,,,6
2003,latl,Team Totals,76,136,84,120,,,,,,,,,
2003,latl,Opponents Totals,69,92,72,120,,,,,,,,,
2003,lbuf,Team Totals,46,76,53,108,,,,,,,,,
2003,lbuf,Opponents Totals,69,109,50,118,,,,,,,,,
2003,stl,Team Totals,64,56,66,84,,,,,,,,,
2003,stl,Opponents Totals,94,156,96,33,,,,,,,,,
2003,det,Team Totals,73,70,87,86,,,,,,,,,9
2003,det,Opponents Totals,41,94,44,119,,,,,,,,,6
2003,lac,Team Totals,52,112,78,95,,,,,,,,,3
2003,lac,Opponents Totals,64,140,55,64,,,,,,,,,3
2003,ton,Team Totals,34,105,60,102,,,,,,,,,0
2003,ton,Opponents Totals,50,83,56,69,,,,,,,,,6
2003,nyb,Team Totals,88,99,50,56,,,,,,,,,6
2003,nyb,Opponents Totals,65,132,116,106,,,,,,,,,3
2003,sea,Team Totals,123,120,76,122,,,,,,,,,6
2003,sea,Opponents Totals,67,117,82,62,,,,,,,,,0
2003,dec,Team Totals,89,166,67,82,,,,,,,,,0
2003,dec,Opponents Totals,51,104,73,96,,,,,,,,,3
2003,lne,Team Totals,85,133,78,85,,,,,,,,,3
2003,lne,Opponents Totals,66,113,48,104,,,,,,,,,6
2003,lari,Team Totals,55,55,52,60,,,,,,,,,3
2003,lari,Opponents Totals,117,117,99,116,,,,,,,,,3
2004,lkc,Team Totals,87,159,102,89,,,,,,,,,
2004,lkc,Opponents Totals,55,94,45,66,,,,,,,,,
2004,har,Team Totals,51,94,95,93,,,,,,,,,0
2004,har,Opponents Totals,34,104,34,83,,,,,,,,,6
2004,llarm,Team Totals,89,101,80,125,,,,,,,,,
2004,llarm,Opponents Totals,78,100,12,94,,,,,,,,,
2004,min,Team Totals,79,59,34,103,,,,,,,,,
